u_i;p;M;L;l.1
5180;10004;579;60;60
5230;10004;579;60;60
5281;10004;579;60;60
5331;10004;579;60;60
5381;10004;579;60;60
5431;10004;579;60;60
5482;10004;579;60;60
5532;10004;579;60;60
5582;10004;579;60;60
5633;10004;579;60;60
5683;10004;579;60;60
5733;10004;579;60;60
5783;10004;579;60;60
5834;10004;579;60;60
5884;10004;579;60;60
5934;10004;579;60;60
5984;10004;579;60;60
6035;10004;579;60;60
6085;10004;579;60;60
6135;10004;579;60;60
6186;10004;579;60;60
6236;10004;579;60;60
6286;10004;579;60;60
6336;10004;579;60;60
6387;10004;579;60;60
6437;10004;579;60;60
6487;10004;579;60;60
6538;10004;579;60;60
6588;10004;579;20;20
6638;10004;579;60;60
6688;10004;579;60;60
6739;10004;579;60;60
6789;10004;579;60;60
6839;10004;579;60;60
6890;10004;579;60;60
6940;10004;579;60;60
6990;10004;579;60;60
7040;10004;579;60;60
7091;10004;579;60;60
7141;10004;579;60;60
7191;10004;579;60;60
7242;10004;579;60;60
7292;10004;579;60;60
7342;10004;579;60;60
7392;10004;579;60;60
7443;10004;579;60;60
7493;10004;579;60;60
7543;10004;579;60;60
7593;10004;579;60;60
7644;10004;579;60;60
7694;10004;579;60;60
7744;10004;579;60;60
7795;10004;579;60;60
7845;10004;579;60;60
7895;10004;579;60;60
7945;10004;579;60;60
7996;10004;579;60;60
8046;10004;579;60;60
8096;10004;579;60;60
8147;10004;579;60;60
8197;10004;579;60;60
8247;10004;579;60;60
8297;10004;579;60;60
8348;10004;579;60;60
8398;10004;579;60;60
8448;10004;579;60;60
8499;10004;579;60;60
8549;10004;579;60;60
8599;10004;579;60;60
8649;10004;579;60;60
8700;10004;579;60;60
8750;10004;579;60;60
8800;10004;579;60;60
8851;10004;579;60;60
8901;10004;579;60;60
8951;10004;579;60;60
9001;10004;579;60;60
9052;10004;579;60;60
9102;10004;579;60;60
9152;10004;579;60;60
9202;10004;579;60;60
9253;10004;579;60;60
9303;10004;579;60;60
9353;10004;579;60;60
9404;10004;579;60;60
9454;10004;579;60;60
9504;10004;579;60;60
9554;10004;579;60;60
9605;10004;579;60;60
9655;10004;579;60;60
9705;10004;579;60;60
9756;10004;579;60;60
9806;10004;579;60;60
9856;10004;579;60;60
9906;10004;579;60;60
9957;10004;579;60;60
1;10005;579;23;22
51;10005;579;22;22
102;10005;579;22;22
152;10005;579;23;22
202;10005;579;23;22
252;10005;579;22;22
303;10005;579;22;22
353;10005;579;23;22
403;10005;579;23;22
454;10005;579;23;22
504;10005;579;22;22
554;10005;579;23;22
604;10005;579;23;22
655;10005;579;23;22
705;10005;579;22;22
755;10005;579;23;22
806;10005;579;23;22
856;10005;579;23;22
906;10005;579;22;22
956;10005;579;23;22
1007;10005;579;23;22
1057;10005;579;23;22
1107;10005;579;22;22
1157;10005;579;23;22
1208;10005;579;23;22
1258;10005;579;23;22
1308;10005;579;22;22
1359;10005;579;22;22
1409;10005;579;23;22
1459;10005;579;23;22
1509;10005;579;22;22
1560;10005;579;22;22
1610;10005;579;3;2
1660;10005;579;23;22
1711;10005;579;23;22
1761;10005;579;22;22
1811;10005;579;23;22
1861;10005;579;23;22
1912;10005;579;23;22
1962;10005;579;22;22
2012;10005;579;23;22
2063;10005;579;23;22
2113;10005;579;23;22
2163;10005;579;22;22
2213;10005;579;23;22
2264;10005;579;23;22
2314;10005;579;23;22
2364;10005;579;22;22
2415;10005;579;2;2
2465;10005;579;12;11
2515;10005;579;23;22
2565;10005;579;22;22
2616;10005;579;22;22
2666;10005;579;23;22
2716;10005;579;23;22
2766;10005;579;22;22
2817;10005;579;22;22
2867;10005;579;23;22
2917;10005;579;23;22
2968;10005;579;23;22
3018;10005;579;22;22
3068;10005;579;23;22
3118;10005;579;23;22
3169;10005;579;23;22
3219;10005;579;22;22
3269;10005;579;23;22
3320;10005;579;23;22
3370;10005;579;23;22
3420;10005;579;22;22
3470;10005;579;23;22
3521;10005;579;23;22
3571;10005;579;23;22
3621;10005;579;22;22
3672;10005;579;22;22
3722;10005;579;23;22
3772;10005;579;3;2
3822;10005;579;22;22
3873;10005;579;22;22
3923;10005;579;23;22
3973;10005;579;23;22
4024;10005;579;23;22
4074;10005;579;22;22
4124;10005;579;23;22
4174;10005;579;23;22
4225;10005;579;23;22
4275;10005;579;22;22
4325;10005;579;23;22
4375;10005;579;23;22
4426;10005;579;23;22
4476;10005;579;22;22
4526;10005;579;23;22
4577;10005;579;3;2
4627;10005;579;23;22
4677;10005;579;22;22
4727;10005;579;23;22
4778;10005;579;23;22
4828;10005;579;23;22
4878;10005;579;22;22
4929;10005;579;22;22
4979;10005;579;23;22
5029;10005;579;23;22
5079;10005;579;22;22
5130;10005;579;22;22
5180;10005;579;23;22
5230;10005;579;23;22
5281;10005;579;23;22
5331;10005;579;22;22
5381;10005;579;23;22
5431;10005;579;23;22
5482;10005;579;23;22
5532;10005;579;22;22
5582;10005;579;23;22
5633;10005;579;23;22
5683;10005;579;23;22
5733;10005;579;22;22
5783;10005;579;23;22
5834;10005;579;23;22
5884;10005;579;23;22
5934;10005;579;2;2
5984;10005;579;23;22
6035;10005;579;23;22
6085;10005;579;23;22
6135;10005;579;22;22
6186;10005;579;22;22
6236;10005;579;23;22
6286;10005;579;23;22
6336;10005;579;22;22
6387;10005;579;22;22
6437;10005;579;23;22
6487;10005;579;23;22
6538;10005;579;23;22
6588;10005;579;22;22
6638;10005;579;23;22
6688;10005;579;23;22
6739;10005;579;3;2
6789;10005;579;22;22
6839;10005;579;23;22
6890;10005;579;23;22
6940;10005;579;23;22
6990;10005;579;22;22
7040;10005;579;23;22
7091;10005;579;23;22
7141;10005;579;23;22
7191;10005;579;22;22
7242;10005;579;22;22
7292;10005;579;23;22
7342;10005;579;23;22
7392;10005;579;22;22
7443;10005;579;22;22
7493;10005;579;23;22
7543;10005;579;23;22
7593;10005;579;22;22
7644;10005;579;22;22
7694;10005;579;23;22
7744;10005;579;23;22
7795;10005;579;23;22
7845;10005;579;22;22
7895;10005;579;23;22
7945;10005;579;23;22
7996;10005;579;23;22
8046;10005;579;22;22
8096;10005;579;3;2
8147;10005;579;23;22
8197;10005;579;23;22
8247;10005;579;22;22
8297;10005;579;23;22
8348;10005;579;23;22
8398;10005;579;23;22
8448;10005;579;22;22
8499;10005;579;22;22
8549;10005;579;23;22
8599;10005;579;23;22
8649;10005;579;22;22
8700;10005;579;11;11
8750;10005;579;23;22
8800;10005;579;23;22
8851;10005;579;23;22
8901;10005;579;2;2
8951;10005;579;23;22
9001;10005;579;23;22
9052;10005;579;23;22
9102;10005;579;22;22
9152;10005;579;23;22
9202;10005;579;23;22
9253;10005;579;23;22
9303;10005;579;22;22
9353;10005;579;23;22
9404;10005;579;23;22
9454;10005;579;23;22
9504;10005;579;22;22
9554;10005;579;23;22
9605;10005;579;23;22
9655;10005;579;23;22
9705;10005;579;22;22
9756;10005;579;22;22
9806;10005;579;23;22
9856;10005;579;23;22
9906;10005;579;22;22
9957;10005;579;22;22
1;10006;579;5002;5002
51;10006;579;5002;5002
102;10006;579;5002;5002
152;10006;579;5002;5002
202;10006;579;5002;5002
252;10006;579;5002;5002
303;10006;579;5002;5002
353;10006;579;5002;5002
403;10006;579;5002;5002
454;10006;579;5002;5002
504;10006;579;5002;5002
554;10006;579;5002;5002
604;10006;579;5002;5002
655;10006;579;5002;5002
705;10006;579;5002;5002
755;10006;579;5002;5002
806;10006;579;5002;5002
856;10006;579;5002;5002
906;10006;579;5002;5002
956;10006;579;5002;5002
1007;10006;579;5002;5002
1057;10006;579;5002;5002
1107;10006;579;5002;5002
1157;10006;579;5002;5002
1208;10006;579;5002;5002
1258;10006;579;5002;5002
1308;10006;579;5002;5002
1359;10006;579;5002;5002
1409;10006;579;5002;5002
1459;10006;579;5002;5002
1509;10006;579;5002;5002
1560;10006;579;5002;5002
1610;10006;579;5002;5002
1660;10006;579;5002;5002
1711;10006;579;5002;5002
1761;10006;579;5002;5002
1811;10006;579;5002;5002
1861;10006;579;5002;5002
1912;10006;579;5002;5002
1962;10006;579;5002;5002
2012;10006;579;5002;5002
2063;10006;579;5002;5002
2113;10006;579;5002;5002
2163;10006;579;5002;5002
2213;10006;579;5002;5002
2264;10006;579;5002;5002
2314;10006;579;5002;5002
2364;10006;579;5002;5002
2415;10006;579;5002;5002
2465;10006;579;5002;5002
2515;10006;579;5002;5002
2565;10006;579;5002;5002
2616;10006;579;5002;5002
2666;10006;579;5002;5002
2716;10006;579;5002;5002
2766;10006;579;5002;5002
2817;10006;579;5002;5002
2867;10006;579;5002;5002
2917;10006;579;5002;5002
2968;10006;579;5002;5002
3018;10006;579;5002;5002
3068;10006;579;5002;5002
3118;10006;579;5002;5002
3169;10006;579;5002;5002
3219;10006;579;5002;5002
3269;10006;579;5002;5002
3320;10006;579;5002;5002
3370;10006;579;5002;5002
3420;10006;579;5002;5002
3470;10006;579;5002;5002
3521;10006;579;5002;5002
3571;10006;579;5002;5002
3621;10006;579;5002;5002
3672;10006;579;5002;5002
3722;10006;579;5002;5002
3772;10006;579;5002;5002
3822;10006;579;5002;5002
3873;10006;579;5002;5002
3923;10006;579;5002;5002
3973;10006;579;5002;5002
4024;10006;579;5002;5002
4074;10006;579;5002;5002
4124;10006;579;5002;5002
4174;10006;579;5002;5002
4225;10006;579;5002;5002
4275;10006;579;5002;5002
4325;10006;579;5002;5002
4375;10006;579;5002;5002
4426;10006;579;5002;5002
4476;10006;579;5002;5002
4526;10006;579;5002;5002
4577;10006;579;5002;5002
4627;10006;579;5002;5002
4677;10006;579;5002;5002
4727;10006;579;5002;5002
4778;10006;579;5002;5002
4828;10006;579;5002;5002
4878;10006;579;5002;5002
4929;10006;579;5002;5002
4979;10006;579;5002;5002
5029;10006;579;5002;5002
5079;10006;579;5002;5002
5130;10006;579;5002;5002
5180;10006;579;5002;5002
5230;10006;579;5002;5002
5281;10006;579;5002;5002
5331;10006;579;5002;5002
5381;10006;579;5002;5002
5431;10006;579;5002;5002
5482;10006;579;5002;5002
5532;10006;579;5002;5002
5582;10006;579;5002;5002
5633;10006;579;5002;5002
5683;10006;579;5002;5002
5733;10006;579;5002;5002
5783;10006;579;5002;5002
5834;10006;579;5002;5002
5884;10006;579;5002;5002
5934;10006;579;5002;5002
5984;10006;579;5002;5002
6035;10006;579;5002;5002
6085;10006;579;5002;5002
6135;10006;579;5002;5002
6186;10006;579;5002;5002
6236;10006;579;5002;5002
6286;10006;579;5002;5002
6336;10006;579;5002;5002
6387;10006;579;5002;5002
6437;10006;579;5002;5002
6487;10006;579;5002;5002
6538;10006;579;5002;5002
6588;10006;579;5002;5002
6638;10006;579;5002;5002
6688;10006;579;5002;5002
6739;10006;579;5002;5002
6789;10006;579;5002;5002
6839;10006;579;5002;5002
6890;10006;579;5002;5002
6940;10006;579;5002;5002
6990;10006;579;5002;5002
7040;10006;579;5002;5002
7091;10006;579;5002;5002
7141;10006;579;5002;5002
7191;10006;579;5002;5002
7242;10006;579;5002;5002
7292;10006;579;5002;5002
7342;10006;579;5002;5002
7392;10006;579;5002;5002
7443;10006;579;5002;5002
7493;10006;579;5002;5002
7543;10006;579;5002;5002
7593;10006;579;5002;5002
7644;10006;579;5002;5002
7694;10006;579;5002;5002
7744;10006;579;5002;5002
7795;10006;579;5002;5002
7845;10006;579;5002;5002
7895;10006;579;5002;5002
7945;10006;579;5002;5002
7996;10006;579;5002;5002
8046;10006;579;5002;5002
8096;10006;579;5002;5002
8147;10006;579;5002;5002
8197;10006;579;5002;5002
8247;10006;579;5002;5002
8297;10006;579;5002;5002
8348;10006;579;5002;5002
8398;10006;579;5002;5002
8448;10006;579;5002;5002
8499;10006;579;5002;5002
8549;10006;579;5002;5002
8599;10006;579;5002;5002
8649;10006;579;5002;5002
8700;10006;579;5002;5002
8750;10006;579;5002;5002
8800;10006;579;5002;5002
8851;10006;579;5002;5002
8901;10006;579;5002;5002
8951;10006;579;5002;5002
9001;10006;579;5002;5002
9052;10006;579;5002;5002
9102;10006;579;5002;5002
9152;10006;579;5002;5002
9202;10006;579;5002;5002
9253;10006;579;5002;5002
9303;10006;579;5002;5002
9353;10006;579;5002;5002
9404;10006;579;5002;5002
9454;10006;579;5002;5002
9504;10006;579;5002;5002
9554;10006;579;5002;5002
9605;10006;579;5002;5002
9655;10006;579;5002;5002
9705;10006;579;5002;5002
9756;10006;579;5002;5002
9806;10006;579;5002;5002
9856;10006;579;5002;5002
9906;10006;579;5002;5002
9957;10006;579;5002;5002
1;10007;579;10006;10006
51;10007;579;10006;10006
102;10007;579;10006;10006
152;10007;579;10006;10006
202;10007;579;10006;10006
252;10007;579;10006;10006
303;10007;579;10006;10006
353;10007;579;10006;10006
403;10007;579;10006;10006
454;10007;579;10006;10006
504;10007;579;10006;10006
554;10007;579;10006;10006
604;10007;579;10006;10006
655;10007;579;10006;10006
705;10007;579;10006;10006
755;10007;579;10006;10006
806;10007;579;10006;10006
856;10007;579;10006;10006
906;10007;579;10006;10006
956;10007;579;10006;10006
1007;10007;579;10006;10006
1057;10007;579;10006;10006
1107;10007;579;10006;10006
1157;10007;579;10006;10006
1208;10007;579;10006;10006
1258;10007;579;10006;10006
1308;10007;579;10006;10006
1359;10007;579;10006;10006
1409;10007;579;10006;10006
1459;10007;579;10006;10006
1509;10007;579;10006;10006
1560;10007;579;10006;10006
1610;10007;579;10006;10006
1660;10007;579;10006;10006
1711;10007;579;10006;10006
1761;10007;579;10006;10006
1811;10007;579;10006;10006
1861;10007;579;10006;10006
1912;10007;579;10006;10006
1962;10007;579;10006;10006
2012;10007;579;10006;10006
2063;10007;579;10006;10006
2113;10007;579;10006;10006
2163;10007;579;10006;10006
2213;10007;579;10006;10006
2264;10007;579;10006;10006
2314;10007;579;10006;10006
2364;10007;579;10006;10006
2415;10007;579;10006;10006
2465;10007;579;10006;10006
2515;10007;579;10006;10006
2565;10007;579;10006;10006
2616;10007;579;10006;10006
2666;10007;579;10006;10006
2716;10007;579;10006;10006
2766;10007;579;10006;10006
2817;10007;579;10006;10006
2867;10007;579;10006;10006
2917;10007;579;10006;10006
2968;10007;579;10006;10006
3018;10007;579;10006;10006
3068;10007;579;10006;10006
3118;10007;579;10006;10006
3169;10007;579;10006;10006
3219;10007;579;10006;10006
3269;10007;579;10006;10006
3320;10007;579;10006;10006
3370;10007;579;10006;10006
3420;10007;579;10006;10006
3470;10007;579;10006;10006
3521;10007;579;10006;10006
3571;10007;579;10006;10006
3621;10007;579;10006;10006
3672;10007;579;10006;10006
3722;10007;579;10006;10006
3772;10007;579;10006;10006
3822;10007;579;10006;10006
3873;10007;579;10006;10006
3923;10007;579;10006;10006
3973;10007;579;10006;10006
4024;10007;579;10006;10006
4074;10007;579;10006;10006
4124;10007;579;10006;10006
4174;10007;579;10006;10006
4225;10007;579;10006;10006
4275;10007;579;10006;10006
4325;10007;579;10006;10006
4375;10007;579;10006;10006
4426;10007;579;10006;10006
4476;10007;579;10006;10006
4526;10007;579;10006;10006
4577;10007;579;10006;10006
4627;10007;579;10006;10006
4677;10007;579;10006;10006
4727;10007;579;10006;10006
4778;10007;579;10006;10006
4828;10007;579;10006;10006
4878;10007;579;10006;10006
4929;10007;579;10006;10006
4979;10007;579;10006;10006
5029;10007;579;10006;10006
5079;10007;579;10006;10006
5130;10007;579;10006;10006
5180;10007;579;10006;10006
5230;10007;579;10006;10006
5281;10007;579;10006;10006
5331;10007;579;10006;10006
5381;10007;579;10006;10006
5431;10007;579;10006;10006
5482;10007;579;10006;10006
5532;10007;579;10006;10006
5582;10007;579;10006;10006
5633;10007;579;10006;10006
5683;10007;579;10006;10006
5733;10007;579;10006;10006
5783;10007;579;10006;10006
5834;10007;579;10006;10006
5884;10007;579;10006;10006
5934;10007;579;10006;10006
5984;10007;579;10006;10006
6035;10007;579;10006;10006
6085;10007;579;10006;10006
6135;10007;579;10006;10006
6186;10007;579;10006;10006
6236;10007;579;10006;10006
6286;10007;579;10006;10006
6336;10007;579;10006;10006
6387;10007;579;10006;10006
6437;10007;579;10006;10006
6487;10007;579;10006;10006
6538;10007;579;10006;10006
6588;10007;579;10006;10006
6638;10007;579;10006;10006
6688;10007;579;10006;10006
6739;10007;579;10006;10006
6789;10007;579;10006;10006
6839;10007;579;10006;10006
6890;10007;579;10006;10006
6940;10007;579;10006;10006
6990;10007;579;10006;10006
7040;10007;579;10006;10006
7091;10007;579;10006;10006
7141;10007;579;10006;10006
7191;10007;579;10006;10006
7242;10007;579;10006;10006
7292;10007;579;10006;10006
7342;10007;579;10006;10006
7392;10007;579;10006;10006
7443;10007;579;10006;10006
7493;10007;579;10006;10006
7543;10007;579;10006;10006
7593;10007;579;10006;10006
7644;10007;579;10006;10006
7694;10007;579;10006;10006
7744;10007;579;10006;10006
7795;10007;579;10006;10006
7845;10007;579;10006;10006
7895;10007;579;10006;10006
7945;10007;579;10006;10006
7996;10007;579;10006;10006
8046;10007;579;10006;10006
8096;10007;579;10006;10006
8147;10007;579;10006;10006
8197;10007;579;10006;10006
8247;10007;579;10006;10006
8297;10007;579;10006;10006
8348;10007;579;10006;10006
8398;10007;579;10006;10006
8448;10007;579;10006;10006
8499;10007;579;10006;10006
8549;10007;579;10006;10006
8599;10007;579;10006;10006
8649;10007;579;10006;10006
8700;10007;579;10006;10006
8750;10007;579;10006;10006
8800;10007;579;10006;10006
8851;10007;579;10006;10006
8901;10007;579;10006;10006
8951;10007;579;10006;10006
9001;10007;579;10006;10006
9052;10007;579;10006;10006
9102;10007;579;10006;10006
9152;10007;579;10006;10006
9202;10007;579;10006;10006
9253;10007;579;10006;10006
9303;10007;579;10006;10006
9353;10007;579;10006;10006
9404;10007;579;10006;10006
9454;10007;579;10006;10006
9504;10007;579;10006;10006
9554;10007;579;10006;10006
9605;10007;579;10006;10006
9655;10007;579;10006;10006
9705;10007;579;10006;10006
9756;10007;579;10006;10006
9806;10007;579;10006;10006
9856;10007;579;10006;10006
9906;10007;579;10006;10006
9957;10007;579;10006;10006
1;10001;632;1224;1224
51;10001;632;1224;1224
102;10001;632;1224;1224
152;10001;632;1224;1224
202;10001;632;1224;1224
252;10001;632;1224;1224
303;10001;632;1224;1224
353;10001;632;1224;1224
403;10001;632;1224;1224
454;10001;632;1224;1224
504;10001;632;1224;1224
554;10001;632;1224;1224
604;10001;632;1224;1224
655;10001;632;1224;1224
705;10001;632;1224;1224
755;10001;632;1224;1224
806;10001;632;1224;1224
856;10001;632;1224;1224
906;10001;632;1224;1224
956;10001;632;1224;1224
1007;10001;632;1224;1224
1057;10001;632;1224;1224
1107;10001;632;1224;1224
1157;10001;632;1224;1224
1208;10001;632;1224;1224
1258;10001;632;1224;1224
1308;10001;632;1224;1224
1359;10001;632;1224;1224
1409;10001;632;1224;1224
1459;10001;632;1224;1224
1509;10001;632;1224;1224
1560;10001;632;1224;1224
1610;10001;632;1224;1224
1660;10001;632;1224;1224
1711;10001;632;1224;1224
1761;10001;632;1224;1224
1811;10001;632;1224;1224
1861;10001;632;1224;1224
1912;10001;632;1224;1224
1962;10001;632;1224;1224
2012;10001;632;1224;1224
2063;10001;632;1224;1224
2113;10001;632;1224;1224
2163;10001;632;1224;1224
2213;10001;632;1224;1224
2264;10001;632;1224;1224
2314;10001;632;1224;1224
2364;10001;632;1224;1224
2415;10001;632;1224;1224
2465;10001;632;1224;1224
2515;10001;632;1224;1224
2565;10001;632;1224;1224
2616;10001;632;1224;1224
2666;10001;632;1224;1224
2716;10001;632;1224;1224
2766;10001;632;1224;1224
2817;10001;632;1224;1224
2867;10001;632;1224;1224
2917;10001;632;1224;1224
2968;10001;632;1224;1224
3018;10001;632;1224;1224
3068;10001;632;1224;1224
3118;10001;632;1224;1224
3169;10001;632;1224;1224
3219;10001;632;1224;1224
3269;10001;632;1224;1224
3320;10001;632;1224;1224
3370;10001;632;1224;1224
3420;10001;632;1224;1224
3470;10001;632;1224;1224
3521;10001;632;1224;1224
3571;10001;632;1224;1224
3621;10001;632;1224;1224
3672;10001;632;1224;1224
3722;10001;632;1224;1224
3772;10001;632;1224;1224
3822;10001;632;1224;1224
3873;10001;632;1224;1224
3923;10001;632;1224;1224
3973;10001;632;36;36
4024;10001;632;1224;1224
4074;10001;632;1224;1224
4124;10001;632;1224;1224
4174;10001;632;1224;1224
4225;10001;632;1224;1224
4275;10001;632;1224;1224
4325;10001;632;1224;1224
4375;10001;632;1224;1224
4426;10001;632;1224;1224
4476;10001;632;1224;1224
4526;10001;632;136;136
4577;10001;632;1224;1224
4627;10001;632;1224;1224
4677;10001;632;1224;1224
4727;10001;632;1224;1224
4778;10001;632;1224;1224
4828;10001;632;1224;1224
4878;10001;632;1224;1224
4929;10001;632;1224;1224
4979;10001;632;1224;1224
5029;10001;632;1224;1224
5079;10001;632;1224;1224
5130;10001;632;1224;1224
5180;10001;632;1224;1224
5230;10001;632;1224;1224
5281;10001;632;1224;1224
5331;10001;632;1224;1224
5381;10001;632;1224;1224
5431;10001;632;1224;1224
5482;10001;632;1224;1224
5532;10001;632;1224;1224
5582;10001;632;1224;1224
5633;10001;632;1224;1224
5683;10001;632;1224;1224
5733;10001;632;1224;1224
5783;10001;632;1224;1224
5834;10001;632;1224;1224
5884;10001;632;1224;1224
5934;10001;632;1224;1224
5984;10001;632;1224;1224
6035;10001;632;1224;1224
6085;10001;632;1224;1224
6135;10001;632;1224;1224
6186;10001;632;1224;1224
6236;10001;632;1224;1224
6286;10001;632;1224;1224
6336;10001;632;1224;1224
6387;10001;632;1224;1224
6437;10001;632;1224;1224
6487;10001;632;1224;1224
6538;10001;632;1224;1224
6588;10001;632;1224;1224
6638;10001;632;1224;1224
6688;10001;632;1224;1224
6739;10001;632;1224;1224
6789;10001;632;136;136
6839;10001;632;1224;1224
6890;10001;632;1224;1224
6940;10001;632;1224;1224
6990;10001;632;1224;1224
7040;10001;632;1224;1224
7091;10001;632;1224;1224
7141;10001;632;1224;1224
7191;10001;632;1224;1224
7242;10001;632;1224;1224
7292;10001;632;1224;1224
7342;10001;632;1224;1224
7392;10001;632;1224;1224
7443;10001;632;1224;1224
7493;10001;632;1224;1224
7543;10001;632;1224;1224
7593;10001;632;1224;1224
7644;10001;632;1224;1224
7694;10001;632;1224;1224
7744;10001;632;1224;1224
7795;10001;632;1224;1224
7845;10001;632;1224;1224
7895;10001;632;1224;1224
7945;10001;632;1224;1224
7996;10001;632;1224;1224
8046;10001;632;1224;1224
8096;10001;632;1224;1224
8147;10001;632;1224;1224
8197;10001;632;1224;1224
8247;10001;632;1224;1224
8297;10001;632;1224;1224
8348;10001;632;1224;1224
8398;10001;632;1224;1224
8448;10001;632;1224;1224
8499;10001;632;1224;1224
8549;10001;632;1224;1224
8599;10001;632;1224;1224
8649;10001;632;1224;1224
8700;10001;632;1224;1224
8750;10001;632;1224;1224
8800;10001;632;1224;1224
8851;10001;632;1224;1224
8901;10001;632;1224;1224
8951;10001;632;1224;1224
9001;10001;632;1224;1224
9052;10001;632;136;136
9102;10001;632;1224;1224
9152;10001;632;1224;1224
9202;10001;632;1224;1224
9253;10001;632;1224;1224
9303;10001;632;1224;1224
9353;10001;632;1224;1224
9404;10001;632;1224;1224
9454;10001;632;1224;1224
9504;10001;632;1224;1224
9554;10001;632;1224;1224
9605;10001;632;1224;1224
9655;10001;632;1224;1224
9705;10001;632;1224;1224
9756;10001;632;1224;1224
9806;10001;632;1224;1224
9856;10001;632;1224;1224
9906;10001;632;1224;1224
9957;10001;632;1224;1224
1;10002;632;1667;1666
51;10002;632;834;833
102;10002;632;833;833
152;10002;632;1666;1666
202;10002;632;1666;1666
252;10002;632;833;833
303;10002;632;834;833
353;10002;632;1667;1666
403;10002;632;1667;1666
454;10002;632;1666;1666
504;10002;632;833;833
554;10002;632;1666;1666
604;10002;632;1666;1666
655;10002;632;1667;1666
705;10002;632;834;833
755;10002;632;1667;1666
806;10002;632;1666;1666
856;10002;632;1666;1666
906;10002;632;833;833
956;10002;632;1666;1666
1007;10002;632;1667;1666
1057;10002;632;1667;1666
1107;10002;632;834;833
1157;10002;632;1667;1666
1208;10002;632;1666;1666
1258;10002;632;1666;1666
1308;10002;632;833;833
1359;10002;632;834;833
1409;10002;632;1667;1666
1459;10002;632;1667;1666
1509;10002;632;834;833
1560;10002;632;833;833
1610;10002;632;1666;1666
1660;10002;632;1666;1666
1711;10002;632;1667;1666
1761;10002;632;834;833
1811;10002;632;1667;1666
1861;10002;632;1667;1666
1912;10002;632;1666;1666
1962;10002;632;833;833
2012;10002;632;1666;1666
2063;10002;632;1667;1666
2113;10002;632;1667;1666
2163;10002;632;834;833
2213;10002;632;1667;1666
2264;10002;632;1666;1666
2314;10002;632;1666;1666
2364;10002;632;833;833
2415;10002;632;834;833
2465;10002;632;1667;1666
2515;10002;632;1667;1666
2565;10002;632;834;833
2616;10002;632;833;833
2666;10002;632;1666;1666
2716;10002;632;1666;1666
2766;10002;632;833;833
2817;10002;632;834;833
2867;10002;632;1667;1666
2917;10002;632;1667;1666
2968;10002;632;1666;1666
3018;10002;632;833;833
3068;10002;632;1666;1666
3118;10002;632;1666;1666
3169;10002;632;1667;1666
3219;10002;632;834;833
3269;10002;632;1667;1666
3320;10002;632;1666;1666
3370;10002;632;1666;1666
3420;10002;632;833;833
3470;10002;632;1666;1666
3521;10002;632;1667;1666
3571;10002;632;1667;1666
3621;10002;632;834;833
3672;10002;632;833;833
3722;10002;632;1666;1666
3772;10002;632;1666;1666
3822;10002;632;833;833
3873;10002;632;834;833
3923;10002;632;1667;1666
3973;10002;632;1667;1666
4024;10002;632;1666;1666
4074;10002;632;833;833
4124;10002;632;1666;1666
4174;10002;632;1666;1666
4225;10002;632;1667;1666
4275;10002;632;834;833
4325;10002;632;1667;1666
4375;10002;632;1667;1666
4426;10002;632;1666;1666
4476;10002;632;833;833
4526;10002;632;1666;1666
4577;10002;632;1667;1666
4627;10002;632;1667;1666
4677;10002;632;834;833
4727;10002;632;1667;1666
4778;10002;632;1666;1666
4828;10002;632;1666;1666
4878;10002;632;833;833
4929;10002;632;834;833
4979;10002;632;1667;1666
5029;10002;632;1667;1666
5079;10002;632;834;833
5130;10002;632;833;833
5180;10002;632;1666;1666
5230;10002;632;1666;1666
5281;10002;632;1667;1666
5331;10002;632;834;833
5381;10002;632;1667;1666
5431;10002;632;1667;1666
5482;10002;632;1666;1666
5532;10002;632;833;833
5582;10002;632;1666;1666
5633;10002;632;1667;1666
5683;10002;632;1667;1666
5733;10002;632;834;833
5783;10002;632;1667;1666
5834;10002;632;1666;1666
5884;10002;632;1666;1666
5934;10002;632;833;833
5984;10002;632;1666;1666
6035;10002;632;1667;1666
6085;10002;632;1667;1666
6135;10002;632;834;833
6186;10002;632;833;833
6236;10002;632;1666;1666
6286;10002;632;1666;1666
6336;10002;632;833;833
6387;10002;632;834;833
6437;10002;632;1667;1666
6487;10002;632;1667;1666
6538;10002;632;1666;1666
6588;10002;632;833;833
6638;10002;632;1666;1666
6688;10002;632;1666;1666
6739;10002;632;1667;1666
6789;10002;632;834;833
6839;10002;632;1667;1666
6890;10002;632;1666;1666
6940;10002;632;1666;1666
6990;10002;632;833;833
7040;10002;632;1666;1666
7091;10002;632;1667;1666
7141;10002;632;1667;1666
7191;10002;632;834;833
7242;10002;632;833;833
7292;10002;632;1666;1666
7342;10002;632;1666;1666
7392;10002;632;833;833
7443;10002;632;834;833
7493;10002;632;1667;1666
7543;10002;632;1667;1666
7593;10002;632;834;833
7644;10002;632;833;833
7694;10002;632;1666;1666
7744;10002;632;1666;1666
7795;10002;632;1667;1666
7845;10002;632;834;833
7895;10002;632;1667;1666
7945;10002;632;1667;1666
7996;10002;632;1666;1666
8046;10002;632;833;833
8096;10002;632;1666;1666
8147;10002;632;1667;1666
8197;10002;632;1667;1666
